ID;CHURN;START_DATE;DUREE;PREPAID;FIN_STATE;COUNT_PAYMENT_DELAYS_CURRENT;COUNT_PAYMENT_DELAYS_1YEAR;DAYS_PAYMENT_DELAYS_CURRENT;DAYS_PAYMENT_DELAYS_1YEAR;COMPLAINT_1WEEK;COMPLAINT_2WEEKS;COMPLAINT_1MONTH;COMPLAINT_3MONTHS;COMPLAINT_6MONTHS;CLV;COUNT_OFFNET_CALLS_1WEEK;COUNT_ONNET_CALLS_1WEEK;AVG_DATA_3MONTH;COUNT_CONNECTIONS_3MONTH;AVG_DATA_1MONTH;COUNT_SMS_INC_ONNET_6MONTH;COUNT_SMS_OUT_OFFNET_6MONTH;COUNT_SMS_INC_OFFNET_1MONTH;COUNT_SMS_INC_OFFNET_WKD_1MONTH;COUNT_SMS_INC_ONNET_1MONTH;COUNT_SMS_INC_ONNET_WKD_1MONTH;COUNT_SMS_OUT_OFFNET_1MONTH;COUNT_SMS_OUT_OFFNET_WKD_1MONTH;COUNT_SMS_OUT_ONNET_1MONTH;COUNT_SMS_OUT_ONNET_WKD_1MONTH;AVG_MINUTES_INC_OFFNET_1MONTH;AVG_MINUTES_INC_ONNET_1MONTH;MINUTES_INC_OFFNET_WKD_1MONTH;MINUTES_INC_ONNET_WKD_1MONTH;AVG_MINUTES_OUT_OFFNET_1MONTH;AVG_MINUTES_OUT_ONNET_1MONTH;MINUTES_OUT_OFFNET_WKD_1MONTH;MINUTES_OUT_ONNET_WKD_1MONTH
10495;0;07-01-09;3795;0;NA;0;1;0;9;0;0;0;0;0;28082,41;18;26;46576737;68;14782410;150;30;0;0;46;28;4;2;7;3;93,5;11,47166667;18,9;12,23333333;85,21666667;113,3;23,01666667;11,86666667
10494;0;07-01-09;3795;0;NA;0;0;0;0;0;0;0;0;0;28149,96;7;13;21199227;114;6790709;34;30;10;10;4;0;10;4;0;0;11,50166667;15,51666667;30,21666667;10,83333333;77,43333333;15,51666667;35,23333333;10,83333333
10496;1;08-01-09;3796;0;0;0;1;0;3;0;0;0;0;0;39293,08;27;41;12821066;70;4353450;220;169;32;2;30;6;39;2;13;2;395,9333333;73,31666667;125,7333333;9,566666667;41,85;71,4;10,88333333;8,766666667
10497;1;12-01-09;3800;0;0;0;2;0;6;0;0;0;0;0;14012,87;14;33;395682;10;368609;461;4;0;0;30;12;0;0;1;0;31,71666667;81,76666667;4,966666667;30,86666667;46,6;48,58333333;5,15;8,783333333
10498;0;15-01-09;3803;0;NA;0;0;0;0;0;0;0;0;0;45358,41;42;86;10539547;95;5816938;1153;676;4;2;580;96;88;22;181;28;19,75333333;531,8;30,4;35,1;48,28333333;515,8;64,33333333;34,36666667
10499;1;16-01-09;3804;0;0;0;2;0;20;0;0;0;1;1;23028,41;20;28;1002912454;129;415991516;1015;103;10;2;173;28;13;0;20;4;119,1833333;45,85;9,566666667;0;85,6;46,28333333;17,93333333;19,71666667
10501;0;17-01-09;3805;0;NA;0;3;0;4;0;0;0;0;0;20560,56;0;6;195241;1;195241;594;168;19;7;213;50;76;14;42;16;35,4;50,9;15,16666667;9,75;181,35;37,63333333;65,95;55,66666667
10500;0;17-01-09;3805;0;NA;0;2;0;3;0;0;0;0;0;19309,91;6;2;28233387;66;16546598;230;60;21;0;52;0;20;0;9;0;29,55;46,38333333;14,66666667;13,83333333;23,91666667;45,45;19,33333333;13,83333333
10502;0;22-01-09;3810;0;NA;0;3;0;7;0;0;0;0;0;14101,59;38;24;NA;NA;NA;416;57;13;0;93;4;20;0;16;0;11,69833333;63,2;42,76666667;22,73333333;67,2;58,48333333;9,5;22,75
10503;0;26-01-09;3814;0;NA;0;3;0;18;0;0;0;0;0;25926,26;19;7;14767665475;83;772503803;128;92;5;3;30;8;38;20;1;1;90,91666667;49,01666667;14,15;43,16666667;117,5;48,75;13,55;41,83333333
10504;0;28-01-09;3816;0;NA;0;2;0;3;0;0;0;0;1;15014,44;11;25;NA;NA;NA;204;56;8;2;36;12;4;0;6;2;74,18333333;11,79833333;19,2;28,81666667;24,85;10,65833333;22,95;26,38333333
10505;0;29-01-09;3817;0;NA;0;3;0;34;0;0;0;0;2;18887,12;43;77;4497418812;75;1007675060;395;52;1;0;124;14;2;0;6;2;12,69833333;399,9;17,33333333;12,86666667;55,71666667;39,96833333;4,2;12,75166667
10506;0;30-01-09;3818;0;NA;0;0;0;0;0;0;0;0;0;7745,82;7;3;NA;NA;NA;162;10;0;0;34;2;0;0;7;0;16,11666667;13,83333333;97,83333333;0,7;43,41666667;10,23333333;88,16666667;0
10508;0;30-01-09;3818;0;NA;0;3;0;6;0;0;0;0;0;20465,9;13;110;2596553;3;2557170;813;20;0;0;88;31;2;0;9;3;62,11666667;43,90833333;43,38333333;257,1;35,28333333;427,7;53,83333333;25,56166667
10507;0;30-01-09;3818;0;NA;0;5;0;10;0;0;0;0;0;17188,66;36;91;NA;NA;NA;1732;42;27;8;239;75;20;4;63;26;83,66666667;260,75;30,33333333;80,35;0;25,12333333;23,11666667;79,13333333
10510;0;31-01-09;3819;0;NA;0;0;0;0;4;0;0;4;4;49102,97;29;62;94398730;66;78531552;519;90;11;7;208;53;26;12;39;8;387,35;64,95166667;86,6;10,37166667;18,85666667;61,99666667;14,45;98,41666667
10511;0;02-02-09;3821;0;NA;0;5;0;33;0;0;0;0;0;12544,53;0;0;48757115096;92;17815846137;20;8;1;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0
10512;0;05-02-09;3824;0;NA;0;1;0;1;0;0;0;0;0;15343,16;29;25;3369576171;88;506653386;272;16;0;0;56;8;2;0;10;1;10,34166667;74,4;24,31666667;11,91666667;49,58333333;68,5;7,5;11,86666667
10513;0;05-02-09;3824;0;NA;0;5;0;18;0;0;0;0;1;19279,82;18;129;NA;NA;NA;359;77;10;0;72;12;26;0;5;0;100,8;432,5;24,1;136,65;66,56666667;42,94166667;21,66666667;13,62333333
10514;1;07-02-09;3826;0;0;0;2;0;6;0;0;0;0;5;64882,19;57;44;77473850;74;15521147;963;228;40;4;96;0;30;6;19;0;610,4166667;142,3666667;46,73333333;14,7;380,0666667;100,45;9,683333333;9,283333333
10516;0;10-02-09;3829;0;NA;0;1;0;2;0;0;0;0;0;23950,18;7;113;5713040363;92;1810052423;992;73;14;4;327;74;30;6;88;15;28,33333333;52,70166667;17,75;57,98333333;131,55;51,56833333;14,6;57,35
10519;0;13-02-09;3832;0;NA;0;5;0;19;0;0;0;0;0;24191,16;66;29;997931536;140;188531964;398;233;40;15;66;12;32;6;29;7;78,6;22,38333333;12,55;53,66666667;55,13333333;18,28333333;71,83333333;54,33333333
10518;0;13-02-09;3832;0;NA;0;2;0;38;0;0;0;3;5;26108,93;47;15;1365751323;88;686164732;380;29;6;0;96;20;10;0;7;1;162,1;44,9;67,68333333;13,21666667;109,55;44,6;48,56666667;11,81666667
10522;0;16-02-09;3835;0;NA;0;4;0;6;0;0;0;0;0;9859,46;3;67;NA;NA;NA;518;66;8;2;82;24;10;4;41;15;7,8;309,05;71,66666667;91,13333333;7,95;30,45333333;16,83333333;89,98333333
10524;0;18-02-09;3837;0;NA;0;5;0;49;0;0;0;0;2;32950,5;47;79;504184378;51;500100138;834;977;14;6;76;15;24;2;20;4;234,95;57,07666667;84,18333333;11,24166667;38,70166667;55,81333333;75,35;10,36166667
10525;0;19-02-09;3838;0;NA;0;2;0;4;0;0;0;0;0;20256,24;18;19;NA;NA;NA;316;130;20;2;58;16;41;5;10;2;75,45;152,45;10,1;23,76666667;56,81666667;15,21333333;13,45;23,46666667
10526;0;24-02-09;3843;0;NA;0;0;0;0;0;0;0;0;0;47573,03;44;30;4595816;3;4595684;342;291;6;0;88;0;26;2;13;0;45,03333333;28,82333333;88,21666667;83,41666667;32,30666667;0;57,45;33,93333333
10528;0;02-03-09;3849;0;NA;0;2;0;6;0;0;0;0;0;15129,82;3;12;32700;4;32700;425;40;6;2;54;12;10;10;28;17;96,95;102,4;26,71666667;47,13333333;15,95;97,7;29,71666667;46,1
10529;0;05-03-09;3852;0;NA;0;0;0;0;0;0;0;0;0;12521;0;0;NA;NA;NA;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10530;0;06-03-09;3853;0;NA;0;3;0;15;0;0;0;0;0;12804,28;4;14;NA;NA;NA;299;32;0;0;45;9;6;2;6;2;43,78333333;36,9;52,83333333;96,66666667;64,61666667;36,61666667;64,33333333;92,83333333
10532;0;09-03-09;3856;0;NA;0;4;0;10;2;0;0;2;2;24481,88;14;18;211166180;161;36368697;420;134;8;0;98;19;21;0;34;5;21,45;10,55333333;20,46666667;16,33333333;11,63833333;99,8;15,96666667;16,06666667
10536;1;10-03-09;3857;0;0;1;9;-15;64;0;0;0;0;0;9469,86;25;10;35434;1;0;64;2;0;0;26;8;0;0;7;2;365,3833333;230,7666667;144,6333333;114,65;23,25;230,6166667;7,15;114,6333333
10533;1;10-03-09;3857;0;0;0;0;0;0;0;0;0;0;0;26792,36;12;102;5000981009;125;1299321321;434;118;18;0;72;20;10;0;38;16;95,61666667;581,5666667;62,23333333;160,3166667;65,95;572,7166667;7,783333333;157,1
10534;1;10-03-09;3857;0;0;0;0;0;0;1;0;0;1;1;56363,78;15;129;9526941;41;0;548;1196;146;46;94;26;283;97;26;14;40,81666667;296,0833333;9,366666667;85,6;269,0333333;246,5;155,95;29,68333333
10537;0;11-03-09;3858;0;NA;0;1;0;4;1;0;0;1;2;20919,07;26;11;NA;NA;NA;305;12;0;0;23;4;2;2;3;0;181,55;37,06666667;60,95;27,66666667;33,8;35,95;59,33333333;26,7
10538;0;16-03-09;3863;0;NA;0;2;0;2;0;0;0;0;2;19296,57;10;5;325998262;90;231520714;853;58;2;0;82;12;4;2;17;7;43,61666667;47,9;13,83333333;46,33333333;10,23333333;31,11666667;20,16666667;46,33333333
10539;0;16-03-09;3863;0;NA;0;3;0;14;0;0;0;0;1;11574,13;1;27;NA;NA;NA;107;64;0;0;8;0;12;0;1;0;6,25;251,7;0;6,15;27,68333333;25,17333333;0;6,15
10540;0;16-03-09;3863;0;NA;0;3;0;21;0;0;0;2;2;30488,96;36;87;119219918;67;92081861;656;60;2;0;131;43;4;0;16;4;94,01666667;498,5;47,98333333;11,17333333;62,9;48,87333333;98,83333333;11,15833333
10541;0;30-03-09;3877;0;NA;0;3;0;7;0;0;0;0;0;136089,8;32;31;184914134;50;85087579;304;62;0;0;72;30;2;0;12;5;22,33666667;56,3;34,9;11,33333333;97,46666667;54,43333333;12,05;11,4
10542;1;31-03-09;3878;0;0;0;11;0;981;0;0;0;0;3;-2612,58;2;65;157702723;81;11962312;468;9;0;0;22;6;0;0;4;1;6,1;168,4;6,033333333;51,05;11,96666667;173,3333333;0;37,1
10543;0;31-03-09;3878;0;NA;0;4;0;17;0;0;0;0;0;29048,33;21;26;3719463;23;1339960;286;32;0;0;58;10;5;5;8;2;63,46666667;23,83333333;27,75;19,8;83,05;80,56666667;39,46666667;53,66666667
10547;1;07-04-09;3885;0;0;0;4;0;9;0;0;0;0;0;83030,5;55;24;5019729071;93;1751912029;406;44;16;8;64;4;2;0;11;1;719,9833333;229,7166667;51,91666667;12,71666667;221,2166667;116,5333333;16,18333333;12,71666667
10548;0;08-04-09;3886;0;NA;0;0;0;0;2;2;0;2;4;20434,92;4;34;2215647212;116;647044024;597;160;26;4;98;24;30;0;21;6;51,45;48,46333333;19,33333333;40,05;11,05166667;46,91666667;4,1;37,46666667
10549;0;09-04-09;3887;1;NA;0;3;0;4;0;0;0;0;0;9320,29;1;1;NA;NA;NA;118;11;4;2;22;5;9;7;5;1;8,6;2,3;10,05;29,55;90,16666667;22,83333333;6,2;29,5
10551;0;14-04-09;3892;0;NA;0;4;0;11;0;0;0;0;0;13935,64;22;33;NA;NA;NA;665;225;16;0;162;40;20;0;75;11;80,68333333;56,28333333;22,86666667;37,5;97,31666667;54,11666667;45,83333333;37,28333333
10552;0;15-04-09;3893;0;NA;0;0;0;0;0;0;0;0;0;59388,54;31;23;144436525;144;41081747;127;391;39;3;20;0;70;8;0;0;345,9;90,05;54,16666667;20,98333333;26,20333333;30,65;46,15;0
10553;0;17-04-09;3895;0;NA;0;0;0;0;0;0;0;0;0;16176,36;13;9;4174547331;181;1585120303;89;40;0;0;8;0;2;0;0;0;58,4;55,53333333;0;18,65;56,01666667;54,08333333;25,06666667;17,78333333
10555;0;18-04-09;3896;0;NA;0;0;0;0;0;0;0;0;0;15060,25;14;12;25106906;94;2582980;22;28;1;1;4;0;6;4;0;0;12,19166667;39,4;21,16666667;12,83333333;24,55;34,31666667;74,33333333;0
10556;0;20-04-09;3898;0;NA;0;5;0;94;0;0;0;0;0;24915,2;15;4;31691914;67;4144881;314;25;0;0;46;12;0;0;6;2;32,76666667;6,95;16,01666667;1,15;17,63333333;52,16666667;16,51666667;10,66666667
10557;0;21-04-09;3899;0;NA;0;1;0;30;0;0;0;0;0;12271,27;7;59;107754;26;47235;413;53;6;0;166;20;6;2;28;8;19,00333333;32,07333333;11,8;51,63333333;66,18333333;31,73166667;0,683333333;51,15
10558;0;22-04-09;3900;0;NA;0;1;0;28;0;0;0;0;0;13674,26;12;81;857512235;80;66140306;190;227;9;0;14;4;104;18;0;0;47,16666667;49,89833333;18,16666667;59,33333333;22,95;472,9;1,95;59,28333333
10560;1;23-04-09;3901;0;0;0;1;0;3;0;0;0;0;0;26436,83;27;70;930899862;171;308288113;453;56;5;1;118;16;4;2;11;5;180,4333333;349,25;45,33333333;126,7666667;53,41666667;348,6166667;20,55;126,65
10561;0;25-04-09;3903;0;NA;0;3;0;7;0;0;0;0;1;32840,99;44;44;221919337;141;139645259;325;737;86;29;38;6;112;16;14;5;222,7;67,15;57,65;14,75;17,48333333;47,75;0;13,93333333
10562;0;29-04-09;3907;0;NA;0;4;0;14;0;0;0;0;0;20222,56;2;21;109283;6;19413;941;67;8;2;525;116;13;5;1040;228;38,3;12,97666667;14,93333333;51,96666667;19,73333333;12,67666667;13,71666667;50,61666667
10563;0;29-04-09;3907;0;NA;0;3;0;10;0;0;0;0;1;14248,44;12;25;160579943;27;0;248;13;2;0;44;4;7;0;8;1;87,16666667;263,05;91,83333333;55,48333333;50,95;24,43166667;15,36666667;55,41666667
10568;1;07-05-09;3915;0;0;0;2;0;2;0;0;0;0;0;12521;0;0;11015978;30;2065;26;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
10570;0;09-05-09;3917;0;NA;0;0;0;0;0;0;0;0;0;12607,15;4;13;NA;NA;NA;290;0;0;0;68;15;0;0;40;9;12,21666667;14,93333333;18,26666667;27,55;61,18333333;141,7;4,3;24,13333333
10571;1;10-05-09;3918;1;0;0;0;0;0;0;0;0;0;0;17788,56;16;13;NA;NA;NA;68;6;0;0;14;8;2;2;2;1;85,38333333;142,8833333;37,1;3,533333333;77,9;121,1833333;4,916666667;3,533333333
10576;1;12-05-09;3920;0;0;1;11;-15;501;0;0;0;0;0;10693,15;20;129;NA;NA;NA;907;70;0;0;158;62;2;0;8;0;92,16666667;267,4;8,2;67,85;69,35;262,5666667;3,083333333;68,05
10574;1;12-05-09;3920;0;0;1;11;-15;501;0;0;0;1;1;29069,83;26;68;1986086844;120;812883117;861;30;2;0;204;50;2;0;29;6;163,5166667;377,0166667;59,2;40,76666667;56,43333333;372,8333333;2,333333333;39,68333333
10575;1;12-05-09;3920;0;0;0;0;0;0;0;0;0;0;1;28381,83;14;17;2581498040;95;273466605;136;24;0;0;32;4;0;0;8;1;103,7333333;96,01666667;24,6;27,63333333;107,5166667;79,2;42,41666667;22,83333333
10577;1;12-05-09;3920;0;0;1;11;-15;501;0;0;0;0;0;-542,33;0;38;NA;NA;NA;654;0;0;0;76;10;0;0;7;0;0;93,86666667;0;2,116666667;0,783333333;93,86666667;0;2,15
10581;0;13-05-09;3921;0;NA;0;2;0;8;0;0;0;1;2;43562,68;16;10;102465055;75;15512600;132;333;18;2;12;2;29;2;10;0;163,5;26,43333333;90,16666667;24,83333333;54,73333333;26,5;60,83333333;24,83333333
10580;1;13-05-09;3921;0;0;0;3;0;33;0;0;0;0;0;9622,53;25;16;NA;NA;NA;180;10;0;0;38;4;0;0;4;0;82,18333333;4,15;8,95;3,75;17,15;1,3;4,1;3,716666667
10592;1;14-05-09;3922;0;0;1;5;-15;27;0;0;0;0;0;39443,34;4;3;409724067;100;128077474;2;8;0;0;0;0;0;0;0;0;35,3;32,95;12,23333333;0,566666667;33,38333333;33,03333333;11,28333333;0,566666667
10587;1;14-05-09;3922;0;0;0;3;0;12;0;0;0;0;0;20924;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10584;1;14-05-09;3922;0;0;1;5;-15;27;0;0;0;0;0;10794,38;13;38;NA;NA;NA;319;36;0;0;57;29;0;0;1;0;37,28333333;111,0166667;6,783333333;36,5;21,33333333;110,4833333;0,816666667;36,4
10582;1;14-05-09;3922;0;0;1;5;-15;27;0;0;0;0;0;43300,24;101;35;202220080;80;30195021;281;442;64;0;21;0;87;0;5;0;495,9333333;17,73333333;92,11666667;0,683333333;300,2666667;8,5;19,15;0
10585;1;14-05-09;3922;0;0;1;5;-15;27;0;0;0;0;0;12426,29;1;5;38381;2;0;304;155;23;0;44;0;52;0;11;0;33,41666667;16,41666667;0;0;15,13333333;0;12,83333333;0
10583;1;14-05-09;3922;0;0;0;5;0;31;1;1;0;1;1;19574,39;4;8;NA;NA;NA;284;89;4;0;42;2;10;2;7;2;15,78333333;29,36666667;10,95;23,18333333;15,76666667;28,3;15,28333333;22,01666667
10594;0;16-05-09;3924;0;NA;0;6;0;14;0;0;0;0;2;21935,14;25;29;1740457814;90;303786418;370;85;8;0;56;6;10;0;14;1;86,65;94,13333333;43,65;26,71666667;40,08333333;84,6;31,33333333;25,63333333
10593;0;16-05-09;3924;0;NA;0;3;0;57;0;0;0;0;0;23298,41;8;30;NA;NA;NA;232;180;10;0;24;6;8;2;2;0;95,78333333;28,03666667;46,43333333;76,93333333;86,25;279,85;14,61666667;76,91666667
10595;0;18-05-09;3926;0;NA;0;2;0;2;0;0;0;0;0;7213,26;2;19;NA;NA;NA;238;4;0;0;22;12;0;0;4;3;10,26666667;50,26666667;13,73333333;16,06666667;4,15;35,2;13,16666667;10,98333333
10597;0;25-05-09;3933;0;NA;0;4;0;18;0;0;0;0;0;10640,45;13;21;285839;9;79497;238;48;2;0;44;10;14;0;1;0;48,08333333;23,55;25,4;8,8;21,33333333;23,13333333;0;8,8
10598;0;28-05-09;3936;0;NA;0;1;0;1;0;0;0;0;0;5160,99;2;5;NA;NA;NA;218;8;0;0;48;8;0;0;11;3;24,96666667;13,95833333;0,65;17,33333333;20,88333333;11,34333333;0;14,33333333
10600;0;30-05-09;3938;0;NA;0;0;0;0;3;3;3;3;3;9605,1;9;15;136837;2;122338;86;27;5;4;24;2;16;8;6;0;12,73333333;18,95;12,03333333;21,3;21,33333333;16,03333333;62,83333333;20,48333333
10601;0;31-05-09;3939;0;NA;0;0;0;0;0;0;0;0;2;20495,02;15;57;5115566740;86;2153956680;160;261;30;2;16;2;32;0;9;1;118,25;18,78833333;57,11666667;43,08333333;83,78333333;18,51833333;62,36666667;42,05
10602;0;04-06-09;3943;0;NA;0;3;0;6;0;0;0;0;0;19050,96;10;70;72774;2;46832;430;8;14;2;90;32;4;0;22;4;62,21666667;23,84833333;22,88333333;91,71666667;23,71666667;23,54166667;13,03333333;91,01666667
10603;1;05-06-09;3944;0;0;0;3;0;8;0;0;0;0;0;35946,86;17;29;143285461;174;62197895;1593;299;34;2;246;10;68;2;121;3;171,7666667;105,3333333;12,55;14,25;204,55;72,48333333;11,66666667;6,733333333
10605;0;05-06-09;3944;0;NA;0;3;0;44;0;0;0;0;0;17596;0;0;39723567652;85;15438484965;12;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
10604;0;05-06-09;3944;0;NA;0;6;0;19;0;0;0;0;0;108730,22;3;39;3619411044;78;74101742;1814;205;15;13;272;95;24;6;129;21;61,31666667;72,04333333;48,68333333;186,7;81,91666667;698,5;11,01666667;187,15
10606;1;06-06-09;3945;0;0;0;5;0;13;0;0;0;0;0;11446,48;3;37;120;1;0;596;635;0;0;82;14;119;24;11;3;6,35;90,26666667;0;22,8;48,78333333;91,41666667;5,533333333;20,76666667
10608;0;08-06-09;3947;0;NA;0;1;0;1;0;0;0;0;3;10698,49;18;6;1226;2;0;146;13;0;0;17;2;0;0;2;0;10,86666667;27,55;41,18333333;5,35;17,73333333;27,05;1,25;5,35
10609;0;08-06-09;3947;0;NA;0;3;0;8;0;0;0;0;2;13437,71;34;72;1778115;3;261649;496;61;0;0;92;14;13;6;17;5;278,35;29,89666667;46,43333333;10,01833333;57,43333333;29,19333333;88,83333333;99,71666667
10614;0;13-06-09;3952;0;NA;0;1;0;4;0;0;0;0;0;19522,17;29;17;4703484;6;0;472;26;0;0;84;0;2;0;16;0;19,24166667;38,75;19,78333333;13,76666667;12,30166667;31,7;8,95;13,7
10615;0;15-06-09;3954;0;NA;0;3;0;11;0;0;0;0;1;36478,83;28;22;147304740;76;261600;275;16;0;0;80;16;0;0;21;3;174,2;93,6;35,2;16,55;96,25;69,93333333;15,25;57,66666667
10617;0;18-06-09;3957;0;NA;0;5;0;110;0;0;0;0;1;21581,67;37;39;NA;NA;NA;548;74;9;0;134;20;14;0;28;4;33,33333333;270,2;53,45;34,9;50,05;23,67166667;18,18333333;34,88333333
10619;0;19-06-09;3958;0;NA;0;1;0;2;1;0;0;1;1;12227,54;1;34;1894490;3;358823;127;124;12;0;24;4;18;0;1;1;16,61666667;11,49333333;0;20,73333333;23,11666667;10,96333333;0,433333333;20,33333333
10620;0;20-06-09;3959;0;NA;0;3;0;13;0;0;0;0;0;9913,87;23;92;23090;1;0;366;30;1;0;56;22;2;0;13;5;11,25666667;62,26166667;10,76666667;89,56666667;17,5;59,93166667;3,75;88,88333333
10622;0;24-06-09;3963;0;NA;0;5;0;62;0;0;0;0;0;26976,07;46;75;NA;NA;NA;356;190;11;2;110;14;26;6;43;6;68,86666667;11,27666667;24,1;27,81666667;23,38833333;11,16166667;56,5;27,53333333
10623;1;25-06-09;3964;0;0;0;2;0;3;0;0;0;0;0;14789,59;9;10;515311;5;115678;90;2;0;0;18;14;0;0;5;5;38,83333333;200,2833333;28,36666667;19,93333333;28,01666667;196,2166667;3,033333333;16,66666667
10625;1;27-06-09;3966;0;0;3;10;-288;823;0;0;0;0;0;11918,93;18;59;NA;NA;NA;1473;22;0;0;340;69;2;2;6;0;117,4333333;346,6166667;0;3,066666667;41,21666667;343,2833333;5,566666667;3,066666667
10626;0;30-06-09;3969;0;NA;0;3;0;6;0;0;0;0;0;9911,56;0;3;NA;NA;NA;105;23;0;0;24;12;0;0;1;1;14,05;15,6;15,66666667;12,11666667;30,83333333;15,6;36,33333333;12,11666667
10628;1;01-07-09;3970;0;0;0;5;0;19;0;0;0;0;0;11398,88;11;16;NA;NA;NA;544;333;75;2;144;11;54;2;30;2;42,35;14,76666667;8,183333333;13,25;21,71666667;13,3;4,733333333;12,85
10631;0;03-07-09;3972;0;NA;0;5;0;16;0;0;0;3;3;14334,96;10;4;NA;NA;NA;303;20;0;0;44;5;10;2;8;1;21,91666667;5,25;44,61666667;80,16666667;25,43333333;51,66666667;72,66666667;0
10633;0;04-07-09;3973;0;NA;0;3;0;132;1;1;0;1;1;55013,25;169;41;NA;NA;NA;407;446;4;0;30;0;12;4;1;0;455,5;83,03333333;15,58166667;5,4;29,43333333;80,96666667;52,95;40,33333333
10636;0;07-07-09;3976;0;NA;1;2;-61;71;0;0;0;0;0;0;0;0;NA;NA;NA;94;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10634;0;07-07-09;3976;0;NA;0;5;0;15;0;0;0;3;3;15505,55;32;17;NA;NA;NA;700;2;0;0;92;22;0;0;13;4;82,11666667;26,7;13,73333333;45,83333333;62,88333333;26,86666667;18,86666667;45,83333333
10638;0;07-07-09;3976;0;NA;0;0;0;0;0;0;0;0;0;13933,72;0;7;140544113;7;0;313;106;19;11;42;10;36;26;46;4;50,71666667;41,81666667;11,2;1,15;20,93333333;38,5;2,15;1,15
10635;0;07-07-09;3976;0;NA;0;5;0;99;0;0;0;0;0;11250,88;83;21;NA;NA;NA;324;10;4;2;118;28;2;2;4;0;141,15;28,4;47,35;10,85;33,93333333;14,21666667;12,71666667;83,66666667
10639;1;08-07-09;3977;0;0;0;3;0;6;3;3;0;3;3;12521;0;0;22072400680;88;6985717271;194;2;0;0;190;74;0;0;31;9;0;0;0;0;0;0;0;0
10640;1;09-07-09;3978;0;0;0;2;0;15;0;0;0;0;1;15652,15;13;21;NA;NA;NA;560;7;0;0;102;22;2;0;18;2;75,23333333;34,63333333;16,51666667;9,35;75,6;31,91666667;2,383333333;9,333333333
10642;1;10-07-09;3979;0;0;0;3;0;11;0;0;0;0;0;47281,77;57;96;64238402;146;27674575;208;170;8;0;24;0;26;4;10;2;740,8666667;331,1;69,06666667;60,11666667;185,05;191,65;29,21666667;45,08333333
10643;1;14-07-09;3983;0;0;0;5;0;22;0;0;0;0;0;11715,37;7;93;NA;NA;NA;688;59;2;0;84;44;4;0;22;7;6,316666667;171,9333333;8,05;92,15;31,01666667;115,7833333;2,033333333;84,65
10644;0;14-07-09;3983;0;NA;0;2;0;5;0;0;0;0;0;25904,53;13;70;147782330;177;25818700;321;45;2;0;69;6;4;0;11;1;43,26666667;321,85;56,33333333;47,01666667;50,31666667;20,46833333;19,33333333;31,08333333
10646;0;15-07-09;3984;0;NA;0;4;0;14;0;0;0;0;3;22478,66;20;35;7931683;48;862934;425;128;4;0;51;15;4;0;5;3;85,43333333;123,65;14,3;25,2;32,26666667;123,65;6,65;24,98333333
10647;1;17-07-09;3986;0;0;0;11;0;35;0;0;0;0;0;59332,62;6;45;2616279982;62;1720312878;349;36;0;0;70;10;0;0;5;2;3,566666667;183,5;5,583333333;29,18333333;69,25;180,9;4,85;29,86666667
10648;0;19-07-09;3988;0;NA;0;5;0;33;0;0;0;0;0;27581,05;27;33;3370651647;92;1347056783;156;2;0;0;48;11;0;0;12;5;124,6;41,75;46,86666667;86,83333333;43,05;32,63333333;90,83333333;62,66666667
10649;1;20-07-09;3989;0;0;0;1;0;9;0;0;0;0;0;11793,38;13;6;NA;NA;NA;206;452;0;0;36;5;53;17;5;2;7,5;8,216666667;4,016666667;0,7;14,81666667;7,15;0,466666667;0,333333333
10650;0;22-07-09;3991;0;NA;0;3;0;10;0;0;0;0;0;19387,33;9;26;NA;NA;NA;809;8;0;0;205;60;2;0;35;8;19,65;26,36333333;14,46666667;136,2;112,4;25,58166667;32,51666667;13,40166667
10653;0;27-07-09;3996;0;NA;0;0;0;0;0;0;0;0;0;12521;0;0;4149641789;80;655020670;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10655;0;28-07-09;3997;0;NA;0;1;0;1;0;0;0;1;1;15364,98;34;14;177592;50;46669;188;2;0;0;32;14;0;0;2;2;27,57833333;612,7;40,55;49,58333333;30,7;60,92166667;11,33333333;43,73333333
10656;0;29-07-09;3998;0;NA;0;2;0;6;0;0;0;0;0;14010,46;9;0;NA;NA;NA;158;4;0;0;10;2;0;0;2;0;15,06666667;34,83333333;25,3;0,65;52,25;0,766666667;13,01666667;0
10659;0;30-07-09;3999;0;NA;0;3;0;9;0;0;0;0;0;31278,44;49;189;656171344;72;285582361;740;213;144;35;132;36;99;26;143;54;252,8;985,5;42,96666667;279,7;17,75333333;99,26333333;12,21666667;279,55
10660;0;30-07-09;3999;0;NA;0;1;0;4;0;0;0;0;1;13477,81;4;9;NA;NA;NA;178;14;0;0;46;14;0;0;7;0;77,45;83,33333333;18,75;1,7;13,9;7,6;0,6;1,65
